name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Toyota Etios GD,235000,2012,120000,Diesel,Individual,Manual,First Owner,,,,
Honda City i VTEC S,600000,2015,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Honda Brio S MT,290000,2014,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Maruti Wagon R LXI CNG,360000,2016,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,5
Maruti Swift Dzire VXI,550000,2017,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Hyundai i20 Sportz 1.2,375000,2013,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Omni E 8 Str STD,40000,2003,90000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Wagon R AMT VXI,420000,2018,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Swift Dzire VXI 1.2,550000,2017,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Maruti Alto 800 LXI,270000,2018,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Maruti Swift Dzire AMT VXI BS IV,700000,2018,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Swift VXI Optional,500000,2017,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Tata Hexa XE,1250000,2019,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,7
Hyundai i20 Magna,320000,2013,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Swift Dzire VDI,700000,2018,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Wagon R VXI BS IV,290000,2015,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Toyota Corolla Altis 1.8 VL AT,550000,2012,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,5
Honda Brio S MT,265000,2012,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Maruti Baleno Alpha Automatic,830000,2018,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Tata Safari Storme EX,800000,2017,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Maruti Alto LXi,160000,2011,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Renault KWID RXT,335000,2018,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Datsun GO T BSIV,329000,2017,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,5
Maruti Vitara Brezza VDi Option,775000,2017,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai Xcent 1.2 VTVT SX,524000,2020,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Maruti Alto 800 LXI,245000,2015,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Hyundai i20 1.2 Sportz,275000,2012,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,5
Tata Zest Revotron 1.2 XT,520000,2018,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Maruti Swift 1.3 VXi,130000,2008,120000,Petrol,Individual,Manual,Second Owner,,,,
Nissan Sunny XL,550000,2014,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,910000,2018,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5
Nissan Micra Active XV S,300000,2015,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5
Maruti Wagon R LXI Optional,350000,2016,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Mahindra Ssangyong Rexton RX5,900000,2013,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,7
Mahindra Quanto C8,300000,2013,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7
Maruti Ritz LDi,250000,2010,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1100000,2017,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Renault KWID RXT,270000,2016,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Ertiga VDI,640000,2015,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Mahindra XUV500 W4,650000,2015,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Eeco 5 Seater AC BSIV,409999,2017,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Hyundai Santro Xing GLS,165000,2011,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Hyundai Accent GLE,80000,2007,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5
Mahindra XUV500 W8 2WD,535000,2012,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,700000,2013,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,7
Maruti Swift Dzire VDI,550000,2013,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Honda Amaze S CVT Petrol BSIV,680000,2019,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Hyundai i10 Sportz 1.2,200000,2009,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Swift Dzire VDI,500000,2014,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Ertiga SHVS ZDI Plus,1000000,2016,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Hyundai Getz 1.3 GVS,110000,2008,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,5
Hyundai i20 1.2 Magna,320000,2012,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5
Tata Indica DLS,75000,2005,110000,Diesel,Individual,Manual,Second Owner,,,,
Maruti Swift LXI Optional-O,350000,2015,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,5
Tata Indica Vista TDI LS,170000,2013,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,2017,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Maruti Ignis 1.3 Alpha,500000,2017,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,5
Tata Hexa XTA,1380000,2017,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Mahindra Marazzo M6 8Str,1300000,2019,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8
Hyundai Verna 1.6 CRDI,530000,2013,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,5
Maruti Swift Dzire VDI,360000,2012,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire LDi,310000,2012,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Honda City i DTEC V,725000,2015,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Maruti Swift Dzire ZDi,340000,2012,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai Xcent 1.2 CRDi E,550000,2017,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,5
Toyota Fortuner 3.0 Diesel,1150000,2011,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Tata Tiago 1.05 Revotorq XZ,380000,2016,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Nissan Sunny XL AT Special Edition,350000,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,5
Hyundai Elite i20 Magna Plus BSIV,610000,2019,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Maruti Swift Dzire VXI,525000,2015,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Toyota Innova 2.5 GX 7 STR,480000,2011,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,7
Mahindra Thar CRDe,780000,2017,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6
Maruti Swift Dzire ZDi,320000,2012,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti Swift 1.2 DLX (Only Delhi),375000,2014,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Datsun GO D Petrol,300000,2019,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,5
Hyundai i20 Asta 1.4 CRDi,500000,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Mahindra Scorpio LX,404000,2011,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9
Tata Sumo Gold EX BSIII,500000,2015,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7
Tata Tiago Wizz 1.05 Revotorq,350000,2017,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Tata Zest Revotron 1.2 XT,380000,2015,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Hyundai Accent GLE,114999,2008,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5
Honda Brio Exclusive Edition,335000,2014,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Hyundai Grand i10 AT Asta,465000,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Tata Manza Club Class Quadrajet90 LX,290000,2012,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5
Maruti Alto LX,110000,2005,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Tata New Safari DICOR 2.2 EX 4x2,450000,2011,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,7
Mahindra Bolero SLE,400000,2009,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Mahindra Bolero DI DX 7 Seater,210000,2007,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,2018,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5
Maruti Omni E MPI STD BS IV,220000,2016,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8
Hyundai Grand i10 Sportz,450000,2017,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Hyundai Grand i10 Sportz,450000,2017,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Hyundai i10 Sportz AT,290000,2013,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5
Maruti Swift VXI Deca,520000,2016,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Hyundai i10 Sportz AT,265000,2011,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5
Maruti Swift VXI,330000,2012,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Maruti Swift VXI,330000,2012,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Mahindra Bolero 2011-2019 ZLX,509999,2014,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Hyundai Verna 1.6 SX VTVT (O),500000,2014,70000,Petrol,Individual,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,5
Hyundai i20 Active 1.2,525000,2015,50000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Maruti Baleno Zeta,675000,2019,16500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5
Hyundai i20 1.2 Asta,300000,2010,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,5
Maruti Alto LXI,90000,2005,99361,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift Dzire VDI,650000,2017,25000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VXI,409000,2014,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Hyundai Grand i10 CRDi Sportz,395000,2015,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5
Maruti Swift 1.3 VXi,215000,2010,70000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Swift Dzire VXI,400000,2014,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Chevrolet Beat LS,120000,2012,60000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,5
Tata Tigor 1.2 Revotron XZA,645000,2018,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Maruti 800 Std,81000,2006,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Honda City i-DTEC VX,1300000,2017,30000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5
Honda City i-DTEC VX,1250000,2017,33000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5
Maruti Ertiga VXI,535000,2013,90000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Nissan Terrano XV Premium 110 PS,555000,2014,80100,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,5
Honda City i VTEC VX,725000,2014,120000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Mahindra Willys CJ 3B 4X4,300000,1983,10000,Diesel,Individual,Manual,Third Owner,,,,
Renault KWID RXL,229999,2016,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,2013,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Maruti Wagon R VXI BS IV,409999,2017,47000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai Creta 1.4 CRDi S Plus,1210000,2018,25000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5
Tata Tiago 1.2 Revotron XZ,400000,2017,26000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,520000,2018,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
Maruti Baleno Zeta Automatic,650000,2016,50000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift ZXI ABS,325000,2011,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,5
Maruti Swift Dzire VXi AT,420000,2012,120000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,5
Maruti Swift LXI Option,400000,2014,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Hyundai i20 1.2 Asta,254999,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5
Maruti Zen LXI,65000,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5
Maruti Celerio LXI,351000,2017,36000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Toyota Innova 2.5 V Diesel 8-seater,404000,2007,120000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti Ritz LDi,185000,2011,185000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Nissan Micra Diesel XV,250000,2011,50000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Zen LXI,60000,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5
Hyundai Verna 1.6 SX VTVT (O),500000,2013,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,5
Maruti Zen Estilo LXI BSIII,85000,2007,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5
Hyundai Santro Xing XL,85000,2005,60000,Petrol,Individual,Manual,Second Owner,,,,
Maruti Alto LX,85000,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift Dzire ZDi,265000,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti A-Star Vxi,130000,2010,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5
Maruti Ertiga VDI,480000,2013,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Maruti Swift Ldi BSIII,170000,2008,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,5
Nissan Micra Diesel XV,275000,2011,45000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Wagon R LXI,89000,2005,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Ford Figo Diesel Titanium,170000,2010,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Mahindra XUV300 W8 Option BSIV,1090000,2019,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,5
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,2017,67000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5
Maruti Swift VXI BSIV,610000,2018,52000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Datsun GO T Option BSIV,335000,2016,40000,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5
Hyundai Grand i10 Asta,434999,2015,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Toyota Fortuner 2.8 2WD MT BSIV,3000000,2018,35000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,7
Renault KWID RXL,390000,2018,13000,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5
Honda Brio 1.2 VX MT,325000,2012,40000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,2019,10000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5
Nissan Sunny XV Special Edition,450000,2012,9000,Petrol,Dealer,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5
Toyota Etios Liva GD SP,400000,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,5
Hyundai i10 Sportz,215000,2009,60000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Renault Duster 85PS Diesel RxL,570000,2014,40000,Diesel,Dealer,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5
Mahindra XUV500 W8 2WD,680000,2012,93000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Innova 2.5 V Diesel 7-seater,325000,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7
Tata Indigo CS eGLX BS IV,150000,2011,50000,Petrol,Individual,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,5
Hyundai Elantra SX AT,690000,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,5
Mercedes-Benz New C-Class 220 CDI AT,1550000,2013,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,5
Tata Nano STD,64000,2012,18000,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,4
Nissan Micra Diesel XL,250000,2013,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Maruti Wagon R LXI,65000,2005,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire VDI,550000,2016,60000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5
Hyundai i10 Magna,140000,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Renault KWID RXT,300000,2016,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Volkswagen GTI 1.8 TSI,800000,2016,70000,Petrol,Individual,Automatic,First Owner,16.34 kmpl,1798 CC,189.3 bhp,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,5150000,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,3200000,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,503000,2015,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,3800000,2019,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,225000,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,740000,2018,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,550000,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,650000,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,625000,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,600000,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,5400000,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,5500000,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,779000,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,645000,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2475000,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Hyundai i10 Magna,150000,2010,106000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Toyota Etios Liva Diesel TRD Sportivo,265000,2012,162000,Diesel,Individual,Manual,Third Owner,,,,
Honda CR-V 2.4L 4WD AT,500000,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1 kmpl,2354 CC,158.8 bhp,5
Maruti Swift Dzire VDI,480000,2015,90000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Hyundai Verna 1.6 SX CRDi (O),535000,2014,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Toyota Innova 2.5 G1 Diesel 8-seater,250000,2005,240000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti SX4 Celebration Diesel,300000,2012,100000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,5
Hyundai Verna XXi ABS (Petrol),340000,2009,214000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,5
Hyundai Verna CRDi SX,340000,2009,214000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5
Maruti Alto 800 VXI,240000,2016,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Honda City i-VTEC CVT V,1085000,2018,1000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5
Maruti Swift Dzire AMT VDI,750000,2017,19000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Tata Indigo LS,95000,2012,265000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,5
Maruti Eeco CNG 5 Seater AC,409999,2020,35000,CNG,Individual,Manual,First Owner,20.88 km/kg,1196 CC,61.7 bhp,5
Maruti Alto K10 VXI,215000,2014,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5
Mahindra XUV500 AT W10 AWD,1290000,2016,50000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7
